Year,Labor force status,Race (2003-2021),Gender,Field of maj - most recent deg (major) (2003-2021),Age group (5 year intv),Weighted Count
2019,Employed,Black ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 50-54,"6,751"
2019,Employed,Black ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 55-59,"8,578"
2019,Employed,Black ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 60-64,"3,290"
2019,Employed,Black ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 65-69,"2,543"
2019,Employed,Black ONLY,Female,Physical and related sciences,Ages 24 or younger,"1,115"
2019,Employed,Black ONLY,Female,Physical and related sciences,Ages 25-29,"8,085"
2019,Employed,Black ONLY,Female,Physical and related sciences,Ages 30-34,913
2019,Employed,Black ONLY,Female,Physical and related sciences,Ages 35-39,"1,883"
2019,Employed,Black ONLY,Female,Physical and related sciences,Ages 40-44,617
2019,Employed,Black ONLY,Female,Physical and related sciences,Ages 45-49,"2,430"
2019,Employed,Black ONLY,Female,Physical and related sciences,Ages 50-54,683
2019,Employed,Black ONLY,Female,Physical and related sciences,Ages 55-59,840
2019,Employed,Black ONLY,Female,Physical and related sciences,Ages 60-64,360
2019,Employed,Black ONLY,Female,Physical and related sciences,Ages 65-69,41
2019,Employed,Black ONLY,Female,Social and related sciences,Ages 24 or younger,"18,706"
2019,Employed,Black ONLY,Female,Social and related sciences,Ages 25-29,"63,386"
2019,Employed,Black ONLY,Female,Social and related sciences,Ages 30-34,"59,682"
2019,Employed,Black ONLY,Female,Social and related sciences,Ages 35-39,"40,601"
2019,Employed,Black ONLY,Female,Social and related sciences,Ages 40-44,"43,373"
2019,Employed,Black ONLY,Female,Social and related sciences,Ages 45-49,"30,558"
2019,Employed,Black ONLY,Female,Social and related sciences,Ages 50-54,"38,361"
2019,Employed,Black ONLY,Female,Social and related sciences,Ages 55-59,"21,817"
2019,Employed,Black ONLY,Female,Social and related sciences,Ages 60-64,"13,001"
2019,Employed,Black ONLY,Female,Social and related sciences,Ages 65-69,"7,154"
2019,Employed,Black ONLY,Female,Social and related sciences,Ages 70-75,"1,990"
2019,Employed,Black ONLY,Female,Engineering,Ages 24 or younger,"1,071"
2019,Employed,Black ONLY,Female,Engineering,Ages 25-29,"3,118"
2019,Employed,Black ONLY,Female,Engineering,Ages 30-34,"6,120"
2019,Employed,Black ONLY,Female,Engineering,Ages 35-39,"1,550"
2019,Employed,Black ONLY,Female,Engineering,Ages 40-44,"2,896"
2019,Employed,Black ONLY,Female,Engineering,Ages 45-49,"10,728"
2019,Employed,Black ONLY,Female,Engineering,Ages 50-54,"4,319"
2019,Employed,Black ONLY,Female,Engineering,Ages 55-59,"3,461"
2019,Employed,Black ONLY,Female,Engineering,Ages 60-64,"1,164"
2019,Employed,Black ONLY,Female,Engineering,Ages 65-69,305
2019,Employed,Black ONLY,Female,S&E-Related Fields,Ages 24 or younger,"7,358"
2019,Employed,Black ONLY,Female,S&E-Related Fields,Ages 25-29,"54,008"
2019,Employed,Black ONLY,Female,S&E-Related Fields,Ages 30-34,"65,510"
2019,Employed,Black ONLY,Female,S&E-Related Fields,Ages 35-39,"51,115"
2019,Employed,Black ONLY,Female,S&E-Related Fields,Ages 40-44,"26,744"
2019,Employed,Black ONLY,Female,S&E-Related Fields,Ages 45-49,"42,080"
2019,Employed,Black ONLY,Female,S&E-Related Fields,Ages 50-54,"64,476"
2019,Employed,Black ONLY,Female,S&E-Related Fields,Ages 55-59,"38,857"
2019,Employed,Black ONLY,Female,S&E-Related Fields,Ages 60-64,"24,275"
2019,Employed,Black ONLY,Female,S&E-Related Fields,Ages 65-69,"11,223"
2019,Employed,Black ONLY,Female,S&E-Related Fields,Ages 70-75,865
2019,Employed,Black ONLY,Female,Non-S&E Fields,Ages 24 or younger,"5,186"
2019,Employed,Black ONLY,Female,Non-S&E Fields,Ages 25-29,"205,164"
2019,Employed,Black ONLY,Female,Non-S&E Fields,Ages 30-34,"182,488"
2019,Employed,Black ONLY,Female,Non-S&E Fields,Ages 35-39,"182,836"
2019,Employed,Black ONLY,Female,Non-S&E Fields,Ages 40-44,"214,615"
2019,Employed,Black ONLY,Female,Non-S&E Fields,Ages 45-49,"256,201"
2019,Employed,Black ONLY,Female,Non-S&E Fields,Ages 50-54,"169,563"
2019,Employed,Black ONLY,Female,Non-S&E Fields,Ages 55-59,"170,416"
2019,Employed,Black ONLY,Female,Non-S&E Fields,Ages 60-64,"124,847"
2019,Employed,Black ONLY,Female,Non-S&E Fields,Ages 65-69,"36,323"
2019,Employed,Black ONLY,Female,Non-S&E Fields,Ages 70-75,"13,100"
2019,Employed,Black ONLY,Male,Computer and mathematical sciences,Ages 24 or younger,"3,429"
2019,Employed,Black ONLY,Male,Computer and mathematical sciences,Ages 25-29,"15,089"
2019,Employed,Black ONLY,Male,Computer and mathematical sciences,Ages 30-34,"18,181"
2019,Employed,Black ONLY,Male,Computer and mathematical sciences,Ages 35-39,"28,319"
2019,Employed,Black ONLY,Male,Computer and mathematical sciences,Ages 40-44,"25,441"
2019,Employed,Black ONLY,Male,Computer and mathematical sciences,Ages 45-49,"15,746"
2019,Employed,Black ONLY,Male,Computer and mathematical sciences,Ages 50-54,"12,473"
2019,Employed,Black ONLY,Male,Computer and mathematical sciences,Ages 55-59,"27,646"
2019,Employed,Black ONLY,Male,Computer and mathematical sciences,Ages 60-64,"6,174"
2019,Employed,Black ONLY,Male,Computer and mathematical sciences,Ages 65-69,"1,029"
2019,Employed,Black ONLY,Male,Computer and mathematical sciences,Ages 70-75,323
2019,Employed,Black ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 24 or younger,"3,305"
2019,Employed,Black ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 25-29,"8,033"
2019,Employed,Black ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 30-34,"10,113"
2019,Employed,Black ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 35-39,"6,426"
2019,Employed,Black ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 40-44,"13,799"
2019,Employed,Black ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 45-49,"2,986"
2019,Employed,Black ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 50-54,"2,194"
2019,Employed,Black ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 55-59,"4,801"
2019,Employed,Black ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 60-64,"7,008"
2019,Employed,Black ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 65-69,"1,899"
2019,Employed,Black ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 70-75,"1,016"
2019,Employed,Black ONLY,Male,Physical and related sciences,Ages 25-29,"1,452"
2019,Employed,Black ONLY,Male,Physical and related sciences,Ages 30-34,"6,974"
2019,Employed,Black ONLY,Male,Physical and related sciences,Ages 35-39,"3,159"
2019,Employed,Black ONLY,Male,Physical and related sciences,Ages 40-44,"2,155"
2019,Employed,Black ONLY,Male,Physical and related sciences,Ages 45-49,528
2019,Employed,Black ONLY,Male,Physical and related sciences,Ages 50-54,"1,222"
2019,Employed,Black ONLY,Male,Physical and related sciences,Ages 55-59,"1,518"
2019,Employed,Black ONLY,Male,Physical and related sciences,Ages 60-64,"1,071"
2019,Employed,Black ONLY,Male,Physical and related sciences,Ages 65-69,539
2019,Employed,Black ONLY,Male,Physical and related sciences,Ages 70-75,557
2019,Employed,Black ONLY,Male,Social and related sciences,Ages 24 or younger,"6,694"
2019,Employed,Black ONLY,Male,Social and related sciences,Ages 25-29,"25,543"
2019,Employed,Black ONLY,Male,Social and related sciences,Ages 30-34,"35,336"
2019,Employed,Black ONLY,Male,Social and related sciences,Ages 35-39,"10,930"
2019,Employed,Black ONLY,Male,Social and related sciences,Ages 40-44,"28,294"
2019,Employed,Black ONLY,Male,Social and related sciences,Ages 45-49,"17,077"
2019,Employed,Black ONLY,Male,Social and related sciences,Ages 50-54,"16,337"
2019,Employed,Black ONLY,Male,Social and related sciences,Ages 55-59,"19,914"
2019,Employed,Black ONLY,Male,Social and related sciences,Ages 60-64,"14,406"
2019,Employed,Black ONLY,Male,Social and related sciences,Ages 65-69,"9,278"
2019,Employed,Black ONLY,Male,Social and related sciences,Ages 70-75,"7,615"
2019,Employed,Black ONLY,Male,Engineering,Ages 24 or younger,"3,429"
2019,Employed,Black ONLY,Male,Engineering,Ages 25-29,"28,517"
2019,Employed,Black ONLY,Male,Engineering,Ages 30-34,"15,662"
2019,Employed,Black ONLY,Male,Engineering,Ages 35-39,"12,301"
2019,Employed,Black ONLY,Male,Engineering,Ages 40-44,"16,717"
2019,Employed,Black ONLY,Male,Engineering,Ages 45-49,"22,949"
2019,Employed,Black ONLY,Male,Engineering,Ages 50-54,"11,282"
2019,Employed,Black ONLY,Male,Engineering,Ages 55-59,"13,726"
2019,Employed,Black ONLY,Male,Engineering,Ages 60-64,"7,274"
2019,Employed,Black ONLY,Male,Engineering,Ages 65-69,"4,020"
2019,Employed,Black ONLY,Male,Engineering,Ages 70-75,190
2019,Employed,Black ONLY,Male,S&E-Related Fields,Ages 24 or younger,"2,130"
2019,Employed,Black ONLY,Male,S&E-Related Fields,Ages 25-29,"19,776"
2019,Employed,Black ONLY,Male,S&E-Related Fields,Ages 30-34,"20,640"
2019,Employed,Black ONLY,Male,S&E-Related Fields,Ages 35-39,"28,856"
2019,Employed,Black ONLY,Male,S&E-Related Fields,Ages 40-44,"24,139"
2019,Employed,Black ONLY,Male,S&E-Related Fields,Ages 45-49,"27,511"
2019,Employed,Black ONLY,Male,S&E-Related Fields,Ages 50-54,"29,976"
2019,Employed,Black ONLY,Male,S&E-Related Fields,Ages 55-59,"11,404"
2019,Employed,Black ONLY,Male,S&E-Related Fields,Ages 60-64,"17,136"
2019,Employed,Black ONLY,Male,S&E-Related Fields,Ages 65-69,"8,650"
2019,Employed,Black ONLY,Male,S&E-Related Fields,Ages 70-75,"2,559"
2019,Employed,Black ONLY,Male,Non-S&E Fields,Ages 24 or younger,"3,134"
2019,Employed,Black ONLY,Male,Non-S&E Fields,Ages 25-29,"52,996"
2019,Employed,Black ONLY,Male,Non-S&E Fields,Ages 30-34,"107,382"
2019,Employed,Black ONLY,Male,Non-S&E Fields,Ages 35-39,"79,915"
2019,Employed,Black ONLY,Male,Non-S&E Fields,Ages 40-44,"158,705"
2019,Employed,Black ONLY,Male,Non-S&E Fields,Ages 45-49,"133,468"
2019,Employed,Black ONLY,Male,Non-S&E Fields,Ages 50-54,"133,608"
2019,Employed,Black ONLY,Male,Non-S&E Fields,Ages 55-59,"91,467"
2019,Employed,Black ONLY,Male,Non-S&E Fields,Ages 60-64,"70,911"
2019,Employed,Black ONLY,Male,Non-S&E Fields,Ages 65-69,"24,265"
2019,Employed,Black ONLY,Male,Non-S&E Fields,Ages 70-75,"32,865"
2019,Employed,White ONLY,Female,Computer and mathematical sciences,Ages 24 or younger,"31,262"
2019,Employed,White ONLY,Female,Computer and mathematical sciences,Ages 25-29,"62,926"
2019,Employed,White ONLY,Female,Computer and mathematical sciences,Ages 30-34,"40,994"
2019,Employed,White ONLY,Female,Computer and mathematical sciences,Ages 35-39,"36,189"
2019,Employed,White ONLY,Female,Computer and mathematical sciences,Ages 40-44,"41,493"
2019,Employed,White ONLY,Female,Computer and mathematical sciences,Ages 45-49,"51,659"
2019,Employed,White ONLY,Female,Computer and mathematical sciences,Ages 50-54,"69,371"
2019,Employed,White ONLY,Female,Computer and mathematical sciences,Ages 55-59,"68,577"
2019,Employed,White ONLY,Female,Computer and mathematical sciences,Ages 60-64,"37,780"
2019,Employed,White ONLY,Female,Computer and mathematical sciences,Ages 65-69,"12,374"
2019,Employed,White ONLY,Female,Computer and mathematical sciences,Ages 70-75,"4,401"
2019,Employed,White ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 24 or younger,"58,578"
2019,Employed,White ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 25-29,"149,396"
2019,Employed,White ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 30-34,"148,492"
2019,Employed,White ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 35-39,"108,911"
2019,Employed,White ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 40-44,"129,229"
2019,Employed,White ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 45-49,"73,246"
2019,Employed,White ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 50-54,"70,057"
2019,Employed,White ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 55-59,"61,194"
2019,Employed,White ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 60-64,"75,859"
2019,Employed,White ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 65-69,"17,616"
2019,Employed,White ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 70-75,"6,996"
2019,Employed,White ONLY,Female,Physical and related sciences,Ages 24 or younger,"12,500"
2019,Employed,White ONLY,Female,Physical and related sciences,Ages 25-29,"25,788"
2019,Employed,White ONLY,Female,Physical and related sciences,Ages 30-34,"41,950"
2019,Employed,White ONLY,Female,Physical and related sciences,Ages 35-39,"15,924"
2019,Employed,White ONLY,Female,Physical and related sciences,Ages 40-44,"23,985"
2019,Employed,White ONLY,Female,Physical and related sciences,Ages 45-49,"28,711"
2019,Employed,White ONLY,Female,Physical and related sciences,Ages 50-54,"17,060"
2019,Employed,White ONLY,Female,Physical and related sciences,Ages 55-59,"15,877"
2019,Employed,White ONLY,Female,Physical and related sciences,Ages 60-64,"17,004"
2019,Employed,White ONLY,Female,Physical and related sciences,Ages 65-69,"3,169"
2019,Employed,White ONLY,Female,Physical and related sciences,Ages 70-75,269
2019,Employed,White ONLY,Female,Social and related sciences,Ages 24 or younger,"145,412"
2019,Employed,White ONLY,Female,Social and related sciences,Ages 25-29,"366,217"
2019,Employed,White ONLY,Female,Social and related sciences,Ages 30-34,"367,558"
2019,Employed,White ONLY,Female,Social and related sciences,Ages 35-39,"370,523"
2019,Employed,White ONLY,Female,Social and related sciences,Ages 40-44,"268,523"
2019,Employed,White ONLY,Female,Social and related sciences,Ages 45-49,"283,821"
2019,Employed,White ONLY,Female,Social and related sciences,Ages 50-54,"215,588"
2019,Employed,White ONLY,Female,Social and related sciences,Ages 55-59,"176,502"
2019,Employed,White ONLY,Female,Social and related sciences,Ages 60-64,"117,754"
2019,Employed,White ONLY,Female,Social and related sciences,Ages 65-69,"87,496"
2019,Employed,White ONLY,Female,Social and related sciences,Ages 70-75,"73,247"
2019,Employed,White ONLY,Female,Engineering,Ages 24 or younger,"15,922"
2019,Employed,White ONLY,Female,Engineering,Ages 25-29,"73,659"
2019,Employed,White ONLY,Female,Engineering,Ages 30-34,"64,138"
2019,Employed,White ONLY,Female,Engineering,Ages 35-39,"45,587"
2019,Employed,White ONLY,Female,Engineering,Ages 40-44,"51,846"
2019,Employed,White ONLY,Female,Engineering,Ages 45-49,"45,744"
2019,Employed,White ONLY,Female,Engineering,Ages 50-54,"33,027"
2019,Employed,White ONLY,Female,Engineering,Ages 55-59,"30,354"
2019,Employed,White ONLY,Female,Engineering,Ages 60-64,"12,123"
2019,Employed,White ONLY,Female,Engineering,Ages 65-69,"3,231"
2019,Employed,White ONLY,Female,Engineering,Ages 70-75,"1,341"
2019,Employed,White ONLY,Female,S&E-Related Fields,Ages 24 or younger,"69,745"
2019,Employed,White ONLY,Female,S&E-Related Fields,Ages 25-29,"534,287"
2019,Employed,White ONLY,Female,S&E-Related Fields,Ages 30-34,"580,187"
2019,Employed,White ONLY,Female,S&E-Related Fields,Ages 35-39,"432,520"
2019,Employed,White ONLY,Female,S&E-Related Fields,Ages 40-44,"336,643"
2019,Employed,White ONLY,Female,S&E-Related Fields,Ages 45-49,"364,344"
2019,Employed,White ONLY,Female,S&E-Related Fields,Ages 50-54,"361,515"
2019,Employed,White ONLY,Female,S&E-Related Fields,Ages 55-59,"379,894"
2019,Employed,White ONLY,Female,S&E-Related Fields,Ages 60-64,"328,753"
2019,Employed,White ONLY,Female,S&E-Related Fields,Ages 65-69,"152,686"
2019,Employed,White ONLY,Female,S&E-Related Fields,Ages 70-75,"26,775"
2019,Employed,White ONLY,Female,Non-S&E Fields,Ages 24 or younger,"382,231"
2019,Employed,White ONLY,Female,Non-S&E Fields,Ages 25-29,"1,367,746"
2019,Employed,White ONLY,Female,Non-S&E Fields,Ages 30-34,"1,544,529"
2019,Employed,White ONLY,Female,Non-S&E Fields,Ages 35-39,"1,537,283"
2019,Employed,White ONLY,Female,Non-S&E Fields,Ages 40-44,"1,480,356"
2019,Employed,White ONLY,Female,Non-S&E Fields,Ages 45-49,"1,540,837"
2019,Employed,White ONLY,Female,Non-S&E Fields,Ages 50-54,"1,379,441"
2019,Employed,White ONLY,Female,Non-S&E Fields,Ages 55-59,"1,283,488"
2019,Employed,White ONLY,Female,Non-S&E Fields,Ages 60-64,"951,696"
2019,Employed,White ONLY,Female,Non-S&E Fields,Ages 65-69,"510,852"
2019,Employed,White ONLY,Female,Non-S&E Fields,Ages 70-75,"285,555"
2019,Employed,White ONLY,Male,Computer and mathematical sciences,Ages 24 or younger,"36,891"
2019,Employed,White ONLY,Male,Computer and mathematical sciences,Ages 25-29,"178,252"
2019,Employed,White ONLY,Male,Computer and mathematical sciences,Ages 30-34,"212,317"
2019,Employed,White ONLY,Male,Computer and mathematical sciences,Ages 35-39,"165,234"
2019,Employed,White ONLY,Male,Computer and mathematical sciences,Ages 40-44,"141,560"
2019,Employed,White ONLY,Male,Computer and mathematical sciences,Ages 45-49,"173,177"
2019,Employed,White ONLY,Male,Computer and mathematical sciences,Ages 50-54,"183,687"
2019,Employed,White ONLY,Male,Computer and mathematical sciences,Ages 55-59,"125,531"
2019,Employed,White ONLY,Male,Computer and mathematical sciences,Ages 60-64,"82,951"
2019,Employed,White ONLY,Male,Computer and mathematical sciences,Ages 65-69,"53,725"
2019,Employed,White ONLY,Male,Computer and mathematical sciences,Ages 70-75,"18,375"
2019,Employed,White ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 24 or younger,"82,170"
2019,Employed,White ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 25-29,"133,291"
2019,Employed,White ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 30-34,"146,854"
